





7960;7960;10.51;



7960;12960;11.51;



7960;17961;11.46;



7960;22963;11.44;



7960;27964;11.44;



7960;32964;11.44;



7960;37965;11.41;



7960;42967;11.41;



7960;47967;11.44;



7960;52968;11.46;



7960;57969;11.46;



7960;62969;11.49;



7960;67971;11.46;



7960;72972;11.44;



7960;77972;11.51;



7960;82973;11.46;



7960;87974;11.49;



7960;92975;11.44;



7960;97976;11.44;



7960;102977;11.49;



7960;107978;11.44;



7960;112978;11.49;



7960;117980;11.49;



7960;122981;11.44;



7960;127981;11.41;



7960;132982;11.46;



7960;137984;11.46;



7960;142985;11.41;



7960;147985;11.49;



7960;152986;11.49;



7960;157987;11.41;



7960;162989;11.49;



7960;167989;11.49;



7960;172990;11.44;



7960;177991;11.46;



7960;182992;11.46;



7960;187993;11.46;



7960;192994;11.44;



7960;197995;11.46;



7960;202995;11.46;



7960;207996;11.44;



7960;212998;11.44;



7960;217999;11.46;



7960;222999;11.46;



7960;228000;11.46;



7960;233001;11.46;



7960;238003;11.49;



7960;243003;11.46;



7960;248004;11.46;



7960;253005;11.49;



7960;258007;11.46;



7960;263007;11.46;



7960;268008;11.46;



7960;273009;11.46;



7960;278009;11.49;



7960;283011;11.44;



7960;288012;11.49;



7960;293013;11.49;



7960;298013;11.44;



7960;303014;11.49;



7960;308016;11.49;



7960;313017;11.49;



7960;318017;11.46;



7960;323018;11.44;



7960;328019;11.41;



7960;333020;11.46;



7960;338021;11.44;



7960;343022;11.51;



7960;348023;12.37;



7960;353024;12.37;



end
