





7565;7565;10.51;



7565;12566;11.90;



7565;17566;11.75;



7565;22567;11.68;



7565;27569;11.71;



7565;32569;11.63;



7565;37570;11.68;



7565;42571;11.73;



7565;47572;11.68;



7565;52573;11.68;



7565;57574;11.71;



7565;62575;11.68;



7565;67575;11.68;



7565;72577;11.71;



7565;77578;11.63;



7565;82578;11.63;



7565;87579;11.68;



7565;92580;11.68;



7565;97581;11.66;



7565;102582;11.63;



7565;107583;11.68;



7565;112584;11.68;



7565;117584;11.68;



7565;122586;11.71;



7565;127587;11.63;



7565;132587;11.68;



7565;137588;11.71;



7565;142589;11.66;



7565;147591;11.71;



7565;152591;11.68;



7565;157592;11.68;



7565;162593;11.71;



7565;167595;11.66;



7565;172595;11.68;



7565;177596;11.63;



7565;182597;11.63;



7565;187598;11.71;



7565;192599;11.71;



7565;197600;11.66;



7565;202601;11.68;



7565;207601;11.68;



7565;212602;11.63;



7565;217604;11.66;



7565;222605;11.63;



7565;227605;11.66;



7565;232606;11.63;



7565;237607;11.66;



7565;242609;11.71;



7565;247609;11.66;



7565;252610;11.63;



7565;257611;11.68;



7565;262612;11.63;



7565;267613;11.63;



7565;272614;11.66;



7565;277615;11.68;



7565;282615;11.66;



7565;287617;11.68;



7565;292618;11.68;



7565;297619;11.66;



7565;302619;11.66;



7565;307620;11.63;



7565;312622;11.63;



7565;317623;11.66;



7565;322623;11.68;



7565;327624;11.63;



7565;332625;11.63;



7565;337627;11.68;



7565;342627;11.66;



7565;347628;11.66;



7565;352629;11.66;



7565;357629;11.68;



7565;362631;11.66;



7565;367632;11.63;



7565;372633;11.66;



7565;377633;11.63;



7565;382635;11.71;



7565;387636;11.66;



7565;392637;11.63;



7565;397637;11.68;



7565;402638;11.66;



7565;407640;11.66;



7565;412640;11.63;



7565;417641;11.66;



7565;422642;11.68;



7565;427643;11.63;



7565;432644;11.68;



7565;437645;11.66;



7565;442646;11.68;



7565;447647;11.66;



7565;452647;11.63;



7565;457649;11.66;



